date,price,market_cap,total_volume
2018-03-03,125.35838655214697,8148295125.889553,115940834.54043637
2018-03-04,121.57365933823628,7902287856.985358,95939616.98199385
2018-03-05,117.68724397631566,7649670858.460518,125467109.65383604
2018-03-06,112.1054976442349,7286857346.875269,152729084.67182127
2018-03-07,104.52238594861446,6793955086.65994,156666349.4761359
2018-03-08,100.6663356625043,6543311818.062779,232864253.7718397
2018-03-09,91.41250701529759,5941812955.994344,115312154.4261738
2018-03-10,92.82605307835031,6033693450.09277,168323777.62140727
2018-03-11,85.9482448036507,5586635912.237295,90050191.79295787
2018-03-12,90.00307829439936,5850200089.135958,85702530.1822089
2018-03-13,86.63714579748516,5631414476.836535,108695165.20949596
2018-03-14,83.6416895753456,5436709822.397464,103453151.36570102
2018-03-15,72.75505430469192,4729078529.8049755,147800750.99100956
2018-03-16,70.32882398917774,4571373559.296554,183098651.75902876
2018-03-17,69.87426880530217,4541827472.344641,116903883.02999403
2018-03-18,63.08164083184151,4100306654.0696983,97584328.42704591
2018-03-19,65.58082969121335,4262753929.9288683,283521570.9395615
2018-03-20,71.89628494540312,4673258521.451203,286624294.8721582
2018-03-21,75.43085391000011,4903005504.150007,266002861.50853547
2018-03-22,73.47023398821676,4775565209.23409,182758889.2077354
2018-03-23,69.64850664152729,4527152931.699274,152375956.950635
2018-03-24,68.80787749800585,4472512037.37038,146114129.26844826
2018-03-25,65.79979202958712,4276986481.923163,103992274.22286716
2018-03-26,65.58073260738409,4262747619.4799657,87234076.92564197
2018-03-27,59.91406858359294,3894414457.9335413,149299415.45368972
2018-03-28,55.854361085385385,3630533470.5500503,150487293.16662368
2018-03-29,57.1210840315945,3712870462.0536427,96956833.15174578
2018-03-30,52.12817250045257,3388331212.529417,124834819.02660216
2018-03-31,50.69988006738626,3295492204.380107,129236994.06678244
2018-04-01,50.351916535520154,3272874574.8088098,80336185.0721578
2018-04-02,47.59690851710901,3093799053.6120853,86362752.98383795
2018-04-03,49.04257255434297,3187767216.032293,74602160.68459286
2018-04-04,53.904508382210814,3503793044.8437033,100700203.77251801
2018-04-05,47.809355426427665,3107608102.717798,87106679.14262313
2018-04-06,47.599982091898404,3093998835.9733963,75664692.15144064
2018-04-07,45.16185666559439,2935520683.263635,57788964.56044913
2018-04-08,46.44054806118813,3018635623.9772286,60871068.99123394
2018-04-09,48.72032087567921,3166820856.9191484,56766857.11106889
2018-04-10,53.10088854609516,3451557755.496186,285617184.6662731
2018-04-11,52.693024860155276,3425046615.910093,105366527.6819142
2018-04-12,58.41212711278263,3796788262.3308706,197179943.6250909
2018-04-13,66.17536189922558,4301398523.449663,298304949.21751827
2018-04-14,61.955020303381254,4027076319.7197814,186781040.4562377
2018-04-15,63.21057167540444,4108687158.9012885,105000760.35734193
2018-04-16,69.88635836019256,4542613293.412517,144043959.17933628
2018-04-17,66.65714562754198,4332714465.790229,136783272.58209097
2018-04-18,65.58318302251165,4262906896.4632573,119639461.41455588
2018-04-19,72.55573718500281,4716122917.025183,166436968.21753773
2018-04-20,74.14659770384154,4819528850.749701,190442140.5241037
2018-04-21,76.82778508391046,4993806030.45418,182524191.06319392
2018-04-22,74.70499195935184,4855824477.35787,184207667.25274798
2018-04-23,73.66641327677533,4788316862.9903965,126608090.17810726
2018-04-24,76.01094477039778,4940711410.075856,139062516.69871655
2018-04-25,83.299365653412,5414458767.47178,227456572.47435194
2018-04-26,71.07649594799199,4619972236.619479,239298745.48653245
2018-04-27,76.92407129836644,5000064634.393819,155120754.4057242
2018-04-28,72.57821002631216,4717583651.710291,125098618.21339129
2018-04-29,76.02482905106051,4941613888.3189335,138325478.07741928
2018-04-30,90.29769473232002,5869350157.600801,512206963.8529069
2018-05-01,84.03650775384975,5462373004.000234,369978055.3693812
2018-05-02,84.01851987678069,5461203791.990745,178943612.38265073
2018-05-03,84.19694312491511,5472801303.119482,132951944.92309563
2018-05-04,87.74407958807139,5703365173.22464,87470793.2598954
2018-05-05,83.84269560662894,5449775214.430881,145026912.13521552
2018-05-06,83.98958821221906,5459323233.794239,120555772.04735366
2018-05-07,83.38716751504018,5420165888.477612,171358141.6360748
2018-05-08,79.00349082562437,5135226903.665584,149423858.66440213
2018-05-09,76.81216693402575,4992790850.711674,112873339.9821208
2018-05-10,75.83039931406344,4928975955.414124,109323960.17267874
2018-05-11,69.65991322812366,4527894359.828038,105258596.4370529
2018-05-12,63.59324089825528,4133560658.3865933,159091849.27309632
2018-05-13,64.82466240825055,4213603056.5362854,118522775.75735761
2018-05-14,67.65617913941855,4397651644.062206,96212581.1611029
2018-05-15,66.52048812207363,4323831727.934786,119102521.51317881
2018-05-16,63.158022247606645,4105271446.094432,94806223.26275589
2018-05-17,61.805053253203376,4017328461.4582195,94808254.68802048
2018-05-18,57.83583753844456,3759329439.998896,87845849.50426257
2018-05-19,59.50965944541036,3868127863.951673,87238870.52845529
2018-05-20,58.804721566489086,3822306901.8217907,72095544.5196619
2018-05-21,63.16524193314302,4105740725.654297,82052705.12058342
2018-05-22,62.301978841213405,4049628624.678871,113243589.02344862
2018-05-23,57.42140558070506,3732391362.745829,88004338.93169068
2018-05-24,52.554990816606754,3416074403.079439,100699413.40839073
2018-05-25,54.901088279253514,3568570738.1514783,89567785.40940733
